sequence,cycle,channel,rank,pim_block,key,tap_index,tap_count,partial_hex,final_hex
9032,31434,41,0,0,90159995420673,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9033,31434,41,0,1,90168585355265,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9034,31434,41,0,2,90177175289857,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9035,31434,41,0,3,90185765224449,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9036,31434,41,0,4,90194355159041,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9037,31434,41,0,5,90202945093633,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9038,31434,41,0,6,90211535028225,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9039,31434,41,0,7,90220124962817,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9040,31434,42,0,0,92359018676225,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9041,31434,42,0,1,92367608610817,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9042,31434,42,0,2,92376198545409,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9043,31434,42,0,3,92384788480001,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9044,31434,42,0,4,92393378414593,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9045,31434,42,0,5,92401968349185,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9046,31434,42,0,6,92410558283777,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9047,31434,42,0,7,92419148218369,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9048,31434,43,0,0,94558041931777,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9049,31434,43,0,1,94566631866369,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9050,31434,43,0,2,94575221800961,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9051,31434,43,0,3,94583811735553,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9052,31434,43,0,4,94592401670145,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9053,31434,43,0,5,94600991604737,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9054,31434,43,0,6,94609581539329,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9055,31434,43,0,7,94618171473921,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9056,31434,44,0,0,96757065187329,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9057,31434,44,0,1,96765655121921,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9058,31434,44,0,2,96774245056513,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9059,31434,44,0,3,96782834991105,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9060,31434,44,0,4,96791424925697,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9061,31434,44,0,5,96800014860289,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9062,31434,44,0,6,96808604794881,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9063,31434,44,0,7,96817194729473,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9064,31434,45,0,0,98956088442881,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9065,31434,45,0,1,98964678377473,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9066,31434,45,0,2,98973268312065,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9067,31434,45,0,3,98981858246657,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9068,31434,45,0,4,98990448181249,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9069,31434,45,0,5,98999038115841,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9070,31434,45,0,6,99007628050433,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9071,31434,45,0,7,99016217985025,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9072,31434,46,0,0,101155111698433,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9073,31434,46,0,1,101163701633025,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9074,31434,46,0,2,101172291567617,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9075,31434,46,0,3,101180881502209,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9076,31434,46,0,4,101189471436801,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9077,31434,46,0,5,101198061371393,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9078,31434,46,0,6,101206651305985,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9079,31434,46,0,7,101215241240577,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9080,31434,47,0,0,103354134953985,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9081,31434,47,0,1,103362724888577,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9082,31434,47,0,2,103371314823169,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9083,31434,47,0,3,103379904757761,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9084,31434,47,0,4,103388494692353,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9085,31434,47,0,5,103397084626945,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9086,31434,47,0,6,103405674561537,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9087,31434,47,0,7,103414264496129,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9088,31434,48,0,0,105553158209537,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9089,31434,48,0,1,105561748144129,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9090,31434,48,0,2,105570338078721,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9091,31434,48,0,3,105578928013313,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9092,31434,48,0,4,105587517947905,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9093,31434,48,0,5,105596107882497,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9094,31434,48,0,6,105604697817089,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9095,31434,48,0,7,105613287751681,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9096,31434,49,0,0,107752181465089,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9097,31434,49,0,1,107760771399681,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9098,31434,49,0,2,107769361334273,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9099,31434,49,0,3,107777951268865,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9100,31434,49,0,4,107786541203457,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9101,31434,49,0,5,107795131138049,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9102,31434,49,0,6,107803721072641,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9103,31434,49,0,7,107812311007233,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9104,31434,50,0,0,109951204720641,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9105,31434,50,0,1,109959794655233,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9106,31434,50,0,2,109968384589825,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9107,31434,50,0,3,109976974524417,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9108,31434,50,0,4,109985564459009,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9109,31434,50,0,5,109994154393601,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9110,31434,50,0,6,110002744328193,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9111,31434,50,0,7,110011334262785,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9112,31434,51,0,0,112150227976193,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9113,31434,51,0,1,112158817910785,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9114,31434,51,0,2,112167407845377,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9115,31434,51,0,3,112175997779969,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9116,31434,51,0,4,112184587714561,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9117,31434,51,0,5,112193177649153,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9118,31434,51,0,6,112201767583745,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9119,31434,51,0,7,112210357518337,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9120,31434,52,0,0,114349251231745,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9121,31434,52,0,1,114357841166337,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9122,31434,52,0,2,114366431100929,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9123,31434,52,0,3,114375021035521,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9124,31434,52,0,4,114383610970113,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9125,31434,52,0,5,114392200904705,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9126,31434,52,0,6,114400790839297,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9127,31434,52,0,7,114409380773889,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9128,31434,53,0,0,116548274487297,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9129,31434,53,0,1,116556864421889,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9130,31434,53,0,2,116565454356481,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9131,31434,53,0,3,116574044291073,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9132,31434,53,0,4,116582634225665,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9133,31434,53,0,5,116591224160257,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9134,31434,53,0,6,116599814094849,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9135,31434,53,0,7,116608404029441,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9136,31434,54,0,0,118747297742849,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9137,31434,54,0,1,118755887677441,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9138,31434,54,0,2,118764477612033,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9139,31434,54,0,3,118773067546625,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9140,31434,54,0,4,118781657481217,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9141,31434,54,0,5,118790247415809,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9142,31434,54,0,6,118798837350401,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9143,31434,54,0,7,118807427284993,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9144,31434,55,0,0,120946320998401,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9145,31434,55,0,1,120954910932993,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9146,31434,55,0,2,120963500867585,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9147,31434,55,0,3,120972090802177,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9148,31434,55,0,4,120980680736769,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9149,31434,55,0,5,120989270671361,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9150,31434,55,0,6,120997860605953,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9151,31434,55,0,7,121006450540545,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9152,31434,56,0,0,123145344253953,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9153,31434,56,0,1,123153934188545,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9154,31434,56,0,2,123162524123137,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9155,31434,56,0,3,123171114057729,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9156,31434,56,0,4,123179703992321,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9157,31434,56,0,5,123188293926913,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9158,31434,56,0,6,123196883861505,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9159,31434,56,0,7,123205473796097,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9160,31434,57,0,0,125344367509505,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9161,31434,57,0,1,125352957444097,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9162,31434,57,0,2,125361547378689,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9163,31434,57,0,3,125370137313281,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9164,31434,57,0,4,125378727247873,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9165,31434,57,0,5,125387317182465,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9166,31434,57,0,6,125395907117057,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9167,31434,57,0,7,125404497051649,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9168,31434,58,0,0,127543390765057,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9169,31434,58,0,1,127551980699649,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9170,31434,58,0,2,127560570634241,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9171,31434,58,0,3,127569160568833,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9172,31434,58,0,4,127577750503425,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9173,31434,58,0,5,127586340438017,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9174,31434,58,0,6,127594930372609,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9175,31434,58,0,7,127603520307201,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9176,31434,59,0,0,129742414020609,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9177,31434,59,0,1,129751003955201,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9178,31434,59,0,2,129759593889793,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9179,31434,59,0,3,129768183824385,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9180,31434,59,0,4,129776773758977,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9181,31434,59,0,5,129785363693569,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9182,31434,59,0,6,129793953628161,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9183,31434,59,0,7,129802543562753,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9184,31434,60,0,0,131941437276161,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9185,31434,60,0,1,131950027210753,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9186,31434,60,0,2,131958617145345,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9187,31434,60,0,3,131967207079937,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9188,31434,60,0,4,131975797014529,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9189,31434,60,0,5,131984386949121,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9190,31434,60,0,6,131992976883713,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9191,31434,60,0,7,132001566818305,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9192,31434,61,0,0,134140460531713,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9193,31434,61,0,1,134149050466305,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9194,31434,61,0,2,134157640400897,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9195,31434,61,0,3,134166230335489,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9196,31434,61,0,4,134174820270081,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9197,31434,61,0,5,134183410204673,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9198,31434,61,0,6,134192000139265,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9199,31434,61,0,7,134200590073857,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9200,31434,62,0,0,136339483787265,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9201,31434,62,0,1,136348073721857,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9202,31434,62,0,2,136356663656449,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9203,31434,62,0,3,136365253591041,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9204,31434,62,0,4,136373843525633,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9205,31434,62,0,5,136382433460225,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9206,31434,62,0,6,136391023394817,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9207,31434,62,0,7,136399613329409,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9208,31434,63,0,0,138538507042817,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9209,31434,63,0,1,138547096977409,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9210,31434,63,0,2,138555686912001,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9211,31434,63,0,3,138564276846593,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9212,31434,63,0,4,138572866781185,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9213,31434,63,0,5,138581456715777,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9214,31434,63,0,6,138590046650369,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9215,31434,63,0,7,138598636584961,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9216,31436,0,0,0,41943042,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9217,31436,0,0,1,8631877634,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9218,31436,0,0,2,17221812226,2,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
9219,31436,0,0,3,25811746818,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9220,31436,0,0,4,34401681410,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9221,31436,0,0,5,42991616002,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9222,31436,0,0,6,51581550594,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9223,31436,0,0,7,60171485186,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9224,31436,1,0,0,2199065198594,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9225,31436,1,0,1,2207655133186,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9226,31436,1,0,2,2216245067778,2,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
9227,31436,1,0,3,2224835002370,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9228,31436,1,0,4,2233424936962,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9229,31436,1,0,5,2242014871554,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9230,31436,1,0,6,2250604806146,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9231,31436,1,0,7,2259194740738,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9232,31436,2,0,0,4398088454146,2,3,4200420042004200420042004200420042004200420042004200420042004200,4880488048804880488048804880488048804880488048804880488048804880
9233,31436,2,0,1,4406678388738,2,3,4000400040004000400040004000400040004000400040004000400040004000,4600460046004600460046004600460046004600460046004600460046004600
9234,31436,2,0,2,4415268323330,2,3,4200420042004200420042004200420042004200420042004200420042004200,4600460046004600460046004600460046004600460046004600460046004600
9235,31436,2,0,3,4423858257922,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
9236,31436,2,0,4,4432448192514,2,3,0000000000000000000000000000000000000000000000000000000000000000,0000000000000000000000000000000000000000000000000000000000000000
